home,away,ft
Seattle Mariners,Texas Rangers,"[7, 5]"
Colorado Rockies,Pittsburgh Pirates,"[16, 4]"
Los Angeles Dodgers,Kansas City Royals,"[2, 7]"
Arizona Diamondbacks,Chicago White Sox,"[2, 9]"
Chicago Cubs,St.Louis Cardinals,"[1, 2]"
Atlanta Braves,Tampa Bay Rays,"[6, 8]"
Baltimore Orioles,Philadelphia Phillies,"[8, 3]"
Washington Nationals,Miami Marlins,"[3, 1]"
Toronto Blue Jays,Cleveland Guardians,"[7, 6]"
New York Mets,San Diego Padres,"[11, 6]"
Milwaukee Brewers,Cincinnati Reds,"[5, 4]"
Minnesota Twins,Oakland Athletics,"[6, 2]"
Houston Astros,Detroit Tigers,"[4, 1]"
Colorado Rockies,Pittsburgh Pirates,"[2, 8]"
San Francisco Giants,Los Angeles Angels,"[13, 6]"
Arizona Diamondbacks,Chicago White Sox,"[12, 5]"
Seattle Mariners,Texas Rangers,"[5, 0]"
Los Angeles Dodgers,Kansas City Royals,"[3, 0]"
Boston Red Sox,New York Yankees,"[9, 3]"
Minnesota Twins,Oakland Athletics,"[8, 7]"
Miami Marlins,St.Louis Cardinals,"[6, 7]"
Philadelphia Phillies,San Diego Padres,"[9, 2]"
Pittsburgh Pirates,Cincinnati Reds,"[4, 1]"
Toronto Blue Jays,Boston Red Sox,"[3, 7]"
Atlanta Braves,Detroit Tigers,"[2, 1]"
Chicago Cubs,San Francisco Giants,"[6, 7]"
Texas Rangers,New York Mets,"[2, 14]"
Colorado Rockies,Los Angeles Dodgers,"[5, 9]"
Los Angeles Angels,Milwaukee Brewers,"[5, 3]"
Miami Marlins,St.Louis Cardinals,"[9, 8]"
Cleveland Guardians,Seattle Mariners,"[5, 8]"
Philadelphia Phillies,San Diego Padres,"[4, 3]"
Pittsburgh Pirates,Cincinnati Reds,"[1, 2]"
Washington Nationals,Arizona Diamondbacks,"[0, 5]"
New York Yankees,Baltimore Orioles,"[4, 2]"
Toronto Blue Jays,Boston Red Sox,"[3, 4]"
Atlanta Braves,Detroit Tigers,"[2, 1]"
Minnesota Twins,Tampa Bay Rays,"[7, 6]"
Chicago Cubs,San Francisco Giants,"[5, 2]"
Texas Rangers,New York Mets,"[6, 7]"
Chicago White Sox,Houston Astros,"[2, 0]"
Colorado Rockies,Los Angeles Dodgers,"[9, 11]"
Los Angeles Angels,Milwaukee Brewers,"[3, 6]"
Oakland Athletics,Kansas City Royals,"[7, 5]"
Atlanta Braves,Detroit Tigers,"[7, 0]"
Pittsburgh Pirates,Cincinnati Reds,"[1, 0]"
Miami Marlins,St.Louis Cardinals,"[4, 3]"
Philadelphia Phillies,San Diego Padres,"[2, 5]"
Chicago Cubs,San Francisco Giants,"[6, 5]"
Washington Nationals,Arizona Diamondbacks,"[3, 1]"
Cleveland Guardians,Seattle Mariners,"[8, 0]"
New York Yankees,Baltimore Orioles,"[6, 7]"
Toronto Blue Jays,Boston Red Sox,"[3, 7]"
Minnesota Twins,Tampa Bay Rays,"[2, 3]"
Texas Rangers,New York Mets,"[5, 3]"
Chicago White Sox,Houston Astros,"[1, 4]"
Colorado Rockies,Los Angeles Dodgers,"[7, 6]"
Los Angeles Angels,Milwaukee Brewers,"[0, 2]"
Oakland Athletics,Kansas City Royals,"[5, 1]"
Washington Nationals,Arizona Diamondbacks,"[2, 5]"
Minnesota Twins,Tampa Bay Rays,"[6, 7]"
Cleveland Guardians,Seattle Mariners,"[6, 3]"
Chicago White Sox,Houston Astros,"[3, 5]"
Colorado Rockies,Los Angeles Dodgers,"[3, 5]"
Oakland Athletics,Kansas City Royals,"[2, 3]"
New York Yankees,Baltimore Orioles,"[5, 17]"
St.Louis Cardinals,San Francisco Giants,"[6, 5]"
San Diego Padres,Milwaukee Brewers,"[7, 6]"
Chicago Cubs,New York Mets,"[1, 11]"
Detroit Tigers,Chicago White Sox,"[2, 1]"
Philadelphia Phillies,Arizona Diamondbacks,"[4, 5]"
Pittsburgh Pirates,Tampa Bay Rays,"[3, 10]"
New York Yankees,Atlanta Braves,"[1, 8]"
Cleveland Guardians,Toronto Blue Jays,"[7, 1]"
Cincinnati Reds,Boston Red Sox,"[5, 2]"
Miami Marlins,Seattle Mariners,"[3, 2]"
Texas Rangers,Kansas City Royals,"[6, 2]"
Houston Astros,Baltimore Orioles,"[14, 11]"
Colorado Rockies,Washington Nationals,"[5, 11]"
Oakland Athletics,Minnesota Twins,"[6, 5]"
San Diego Padres,Milwaukee Brewers,"[9, 5]"
Los Angeles Dodgers,Los Angeles Angels,"[2, 3]"
Detroit Tigers,Chicago White Sox,"[1, 5]"
St.Louis Cardinals,San Francisco Giants,"[9, 4]"
Chicago Cubs,New York Mets,"[8, 1]"
Texas Rangers,Kansas City Royals,"[6, 0]"
Pittsburgh Pirates,Tampa Bay Rays,"[4, 3]"
Philadelphia Phillies,Arizona Diamondbacks,"[12, 1]"
Oakland Athletics,Minnesota Twins,"[2, 10]"
Cleveland Guardians,Toronto Blue Jays,"[6, 3]"
Houston Astros,Baltimore Orioles,"[5, 1]"
Cincinnati Reds,Boston Red Sox,"[3, 4]"
Miami Marlins,Seattle Mariners,"[0, 9]"
New York Yankees,Atlanta Braves,"[8, 3]"
San Diego Padres,Milwaukee Brewers,"[6, 4]"
Colorado Rockies,Washington Nationals,"[8, 7]"
Los Angeles Dodgers,Los Angeles Angels,"[7, 2]"
Philadelphia Phillies,Arizona Diamondbacks,"[4, 1]"
Pittsburgh Pirates,Tampa Bay Rays,"[1, 3]"
New York Yankees,Atlanta Braves,"[1, 3]"
Cincinnati Reds,Boston Red Sox,"[4, 7]"
Detroit Tigers,Chicago White Sox,"[11, 2]"
Miami Marlins,Seattle Mariners,"[6, 4]"
Cleveland Guardians,Toronto Blue Jays,"[6, 5]"
Houston Astros,Baltimore Orioles,"[8, 1]"
St.Louis Cardinals,San Francisco Giants,"[5, 3]"
Texas Rangers,Kansas City Royals,"[4, 0]"
Colorado Rockies,Washington Nationals,"[1, 2]"
Oakland Athletics,Minnesota Twins,"[0, 3]"
San Diego Padres,Milwaukee Brewers,"[2, 6]"
Chicago Cubs,New York Mets,"[2, 5]"
Baltimore Orioles,Cleveland Guardians,"[2, 3]"
Detroit Tigers,Philadelphia Phillies,"[1, 8]"
Tampa Bay Rays,Seattle Mariners,"[4, 3]"
Boston Red Sox,Toronto Blue Jays,"[7, 6]"
Cincinnati Reds,Pittsburgh Pirates,"[11, 5]"
St.Louis Cardinals,Atlanta Braves,"[4, 3]"
Milwaukee Brewers,Texas Rangers,"[6, 3]"
Chicago White Sox,Los Angeles Dodgers,"[0, 3]"
Kansas City Royals,Miami Marlins,"[4, 1]"
Los Angeles Angels,Oakland Athletics,"[5, 1]"
San Diego Padres,Washington Nationals,"[7, 6]"
San Francisco Giants,Chicago Cubs,"[5, 4]"
Baltimore Orioles,Cleveland Guardians,"[8, 10]"
Detroit Tigers,Philadelphia Phillies,"[4, 1]"
Tampa Bay Rays,Seattle Mariners,"[11, 3]"
New York Mets,New York Yankees,"[9, 7]"
Boston Red Sox,Toronto Blue Jays,"[4, 9]"
Cincinnati Reds,Pittsburgh Pirates,"[5, 9]"
Houston Astros,Colorado Rockies,"[5, 2]"
Chicago White Sox,Los Angeles Dodgers,"[3, 4]"
Kansas City Royals,Miami Marlins,"[1, 2]"
Milwaukee Brewers,Texas Rangers,"[3, 1]"
Los Angeles Angels,Oakland Athletics,"[7, 5]"
Arizona Diamondbacks,Minnesota Twins,"[5, 4]"
San Diego Padres,Washington Nationals,"[9, 7]"
San Francisco Giants,Chicago Cubs,"[5, 1]"
Tampa Bay Rays,Seattle Mariners,"[2, 5]"
Cincinnati Reds,Pittsburgh Pirates,"[1, 6]"
Detroit Tigers,Philadelphia Phillies,"[2, 6]"
St.Louis Cardinals,Atlanta Braves,"[2, 6]"
Kansas City Royals,Miami Marlins,"[5, 1]"
Milwaukee Brewers,Texas Rangers,"[6, 5]"
Houston Astros,Colorado Rockies,"[7, 1]"
Los Angeles Angels,Oakland Athletics,"[5, 2]"
San Diego Padres,Washington Nationals,"[8, 5]"
Baltimore Orioles,Cleveland Guardians,"[4, 2]"
New York Mets,New York Yankees,"[12, 2]"
St.Louis Cardinals,Atlanta Braves,"[4, 1]"
Chicago White Sox,Los Angeles Dodgers,"[0, 4]"
Arizona Diamondbacks,Minnesota Twins,"[3, 8]"
San Francisco Giants,Chicago Cubs,"[4, 3]"
Arizona Diamondbacks,Minnesota Twins,"[6, 13]"
San Francisco Giants,Chicago Cubs,"[3, 5]"
Chicago White Sox,Atlanta Braves,"[1, 0]"
Philadelphia Phillies,Miami Marlins,"[4, 7]"
Baltimore Orioles,Texas Rangers,"[11, 2]"
Toronto Blue Jays,New York Yankees,"[9, 2]"
St.Louis Cardinals,Cincinnati Reds,"[4, 11]"
Kansas City Royals,Cleveland Guardians,"[2, 1]"
Los Angeles Angels,Detroit Tigers,"[5, 0]"
Philadelphia Phillies,Miami Marlins,"[2, 0]"
Tampa Bay Rays,Washington Nationals,"[3, 1]"
Baltimore Orioles,Texas Rangers,"[2, 1]"
Toronto Blue Jays,New York Yankees,"[5, 16]"
New York Mets,Houston Astros,"[7, 2]"
Boston Red Sox,San Diego Padres,"[2, 9]"
Atlanta Braves,Pittsburgh Pirates,"[6, 1]"
Kansas City Royals,Cleveland Guardians,"[10, 3]"
Milwaukee Brewers,Chicago Cubs,"[4, 2]"
St.Louis Cardinals,Cincinnati Reds,"[1, 0]"
Chicago White Sox,Colorado Rockies,"[5, 3]"
Los Angeles Angels,Detroit Tigers,"[5, 2]"
Arizona Diamondbacks,Oakland Athletics,"[4, 9]"
Seattle Mariners,Minnesota Twins,"[3, 2]"
San Francisco Giants,Los Angeles Dodgers,"[5, 3]"
Chicago White Sox,Colorado Rockies,"[11, 3]"
St.Louis Cardinals,Cincinnati Reds,"[4, 9]"
Toronto Blue Jays,New York Yankees,"[9, 3]"
Philadelphia Phillies,Miami Marlins,"[2, 3]"
Arizona Diamondbacks,Oakland Athletics,"[3, 0]"
Milwaukee Brewers,Chicago Cubs,"[3, 5]"
New York Mets,Houston Astros,"[6, 9]"
Tampa Bay Rays,Washington Nationals,"[1, 8]"
Kansas City Royals,Cleveland Guardians,"[2, 7]"
Boston Red Sox,San Diego Padres,"[1, 11]"
Atlanta Braves,Pittsburgh Pirates,"[2, 1]"
Baltimore Orioles,Texas Rangers,"[6, 5]"
San Francisco Giants,Los Angeles Dodgers,"[7, 14]"
Los Angeles Angels,Detroit Tigers,"[6, 5]"
Seattle Mariners,Minnesota Twins,"[1, 5]"
Atlanta Braves,Pittsburgh Pirates,"[2, 4]"
Boston Red Sox,San Diego Padres,"[4, 1]"
Philadelphia Phillies,Miami Marlins,"[7, 6]"
Toronto Blue Jays,New York Yankees,"[1, 8]"
New York Mets,Houston Astros,"[5, 10]"
Tampa Bay Rays,Washington Nationals,"[5, 0]"
Chicago White Sox,Colorado Rockies,"[4, 5]"
Kansas City Royals,Cleveland Guardians,"[6, 2]"
Milwaukee Brewers,Chicago Cubs,"[7, 1]"
St.Louis Cardinals,Cincinnati Reds,"[2, 0]"
San Francisco Giants,Los Angeles Dodgers,"[10, 4]"
Los Angeles Angels,Detroit Tigers,"[6, 7]"
Arizona Diamondbacks,Oakland Athletics,"[5, 1]"
Seattle Mariners,Minnesota Twins,"[3, 5]"
Baltimore Orioles,Texas Rangers,"[2, 11]"
Toronto Blue Jays,Houston Astros,"[1, 3]"
Washington Nationals,New York Mets,"[7, 9]"
Colorado Rockies,Milwaukee Brewers,"[8, 7]"
Cleveland Guardians,Chicago White Sox,"[7, 6]"
Miami Marlins,Boston Red Sox,"[3, 8]"
Pittsburgh Pirates,St.Louis Cardinals,"[4, 7]"
Washington Nationals,New York Mets,"[2, 7]"
New York Yankees,Cincinnati Reds,"[4, 5]"
Toronto Blue Jays,Houston Astros,"[7, 6]"
Atlanta Braves,San Francisco Giants,"[3, 5]"
Minnesota Twins,Detroit Tigers,"[5, 3]"
Chicago Cubs,Philadelphia Phillies,"[4, 6]"
Texas Rangers,San Diego Padres,"[7, 0]"
Kansas City Royals,Tampa Bay Rays,"[1, 5]"
Colorado Rockies,Milwaukee Brewers,"[3, 4]"
Oakland Athletics,Los Angeles Angels,"[7, 5]"
Seattle Mariners,Baltimore Orioles,"[0, 2]"
Los Angeles Dodgers,Arizona Diamondbacks,"[6, 5]"
Cleveland Guardians,Chicago White Sox,"[2, 8]"
Miami Marlins,Boston Red Sox,"[2, 7]"
Pittsburgh Pirates,St.Louis Cardinals,"[5, 4]"
Washington Nationals,New York Mets,"[7, 5]"
New York Yankees,Cincinnati Reds,"[2, 3]"
Toronto Blue Jays,Houston Astros,"[2, 9]"
Atlanta Braves,San Francisco Giants,"[3, 1]"
Chicago Cubs,Philadelphia Phillies,"[3, 5]"
Texas Rangers,San Diego Padres,"[4, 6]"
Kansas City Royals,Tampa Bay Rays,"[4, 2]"
Minnesota Twins,Detroit Tigers,"[2, 9]"
Colorado Rockies,Milwaukee Brewers,"[0, 3]"
Oakland Athletics,Los Angeles Angels,"[5, 0]"
Los Angeles Dodgers,Arizona Diamondbacks,"[4, 12]"
Seattle Mariners,Baltimore Orioles,"[1, 4]"
Washington Nationals,New York Mets,"[1, 0]"
Pittsburgh Pirates,St.Louis Cardinals,"[2, 3]"
New York Yankees,Cincinnati Reds,"[4, 8]"
Toronto Blue Jays,Houston Astros,"[3, 5]"
Miami Marlins,Boston Red Sox,"[5, 6]"
Minnesota Twins,Detroit Tigers,"[12, 3]"
Cleveland Guardians,Chicago White Sox,"[8, 4]"
Chicago Cubs,Philadelphia Phillies,"[10, 2]"
Texas Rangers,San Diego Padres,"[1, 3]"
Oakland Athletics,Los Angeles Angels,"[5, 0]"
Seattle Mariners,Baltimore Orioles,"[7, 3]"
Atlanta Braves,San Francisco Giants,"[2, 4]"
Colorado Rockies,Milwaukee Brewers,"[4, 3]"
Kansas City Royals,Tampa Bay Rays,"[8, 10]"
Los Angeles Dodgers,Arizona Diamondbacks,"[3, 9]"
Chicago Cubs,Los Angeles Angels,"[5, 1]"
Pittsburgh Pirates,New York Mets,"[14, 2]"
Washington Nationals,St.Louis Cardinals,"[6, 7]"
New York Yankees,Boston Red Sox,"[3, 5]"
Cleveland Guardians,San Francisco Giants,"[2, 4]"
Cincinnati Reds,Detroit Tigers,"[4, 5]"
Miami Marlins,Chicago White Sox,"[2, 3]"
Atlanta Braves,Philadelphia Phillies,"[6, 8]"
Texas Rangers,Tampa Bay Rays,"[3, 0]"
Colorado Rockies,Kansas City Royals,"[4, 2]"
Minnesota Twins,Houston Astros,"[12, 13]"
Seattle Mariners,Toronto Blue Jays,"[2, 1]"
Oakland Athletics,Baltimore Orioles,"[2, 3]"
San Diego Padres,Arizona Diamondbacks,"[10, 8]"
Los Angeles Dodgers,Milwaukee Brewers,"[8, 5]"
New York Yankees,Boston Red Sox,"[14, 4]"
Minnesota Twins,Houston Astros,"[9, 3]"
Chicago Cubs,Los Angeles Angels,"[0, 7]"
Washington Nationals,St.Louis Cardinals,"[14, 6]"
Texas Rangers,Tampa Bay Rays,"[4, 3]"
Pittsburgh Pirates,New York Mets,"[2, 5]"
Oakland Athletics,Baltimore Orioles,"[19, 8]"
Cleveland Guardians,San Francisco Giants,"[5, 4]"
Cincinnati Reds,Detroit Tigers,"[3, 5]"
Miami Marlins,Chicago White Sox,"[4, 3]"
Seattle Mariners,Toronto Blue Jays,"[4, 5]"
Atlanta Braves,Philadelphia Phillies,"[5, 1]"
Los Angeles Dodgers,Milwaukee Brewers,"[5, 3]"
Colorado Rockies,Kansas City Royals,"[3, 1]"
San Diego Padres,Arizona Diamondbacks,"[5, 7]"
Washington Nationals,St.Louis Cardinals,"[3, 8]"
Atlanta Braves,Philadelphia Phillies,"[6, 0]"
Pittsburgh Pirates,New York Mets,"[2, 3]"
Cincinnati Reds,Detroit Tigers,"[1, 5]"
Miami Marlins,Chicago White Sox,"[7, 4]"
Cleveland Guardians,San Francisco Giants,"[5, 4]"
Minnesota Twins,Houston Astros,"[3, 2]"
Chicago Cubs,Los Angeles Angels,"[5, 0]"
Texas Rangers,Tampa Bay Rays,"[13, 2]"
Colorado Rockies,Kansas City Royals,"[1, 10]"
Oakland Athletics,Baltimore Orioles,"[3, 6]"
Los Angeles Dodgers,Milwaukee Brewers,"[2, 9]"
San Diego Padres,Arizona Diamondbacks,"[1, 9]"
Seattle Mariners,Toronto Blue Jays,"[4, 5]"
New York Yankees,Boston Red Sox,"[0, 3]"
Pittsburgh Pirates,New York Mets,"[8, 2]"
Washington Nationals,St.Louis Cardinals,"[0, 6]"
Detroit Tigers,Cleveland Guardians,"[1, 0]"
Cincinnati Reds,Colorado Rockies,"[6, 0]"
Chicago White Sox,Minnesota Twins,"[6, 8]"
Los Angeles Angels,Texas Rangers,"[4, 9]"
Arizona Diamondbacks,Atlanta Braves,"[4, 5]"
Baltimore Orioles,Chicago Cubs,"[2, 9]"
Detroit Tigers,Cleveland Guardians,"[8, 9]"
Philadelphia Phillies,Los Angeles Dodgers,"[10, 1]"
Tampa Bay Rays,New York Yankees,"[5, 3]"
New York Mets,Washington Nationals,"[7, 5]"
Cincinnati Reds,Colorado Rockies,"[12, 6]"
Boston Red Sox,Oakland Athletics,"[12, 9]"
Houston Astros,Miami Marlins,"[4, 3]"
Milwaukee Brewers,Pittsburgh Pirates,"[2, 12]"
Los Angeles Angels,Texas Rangers,"[4, 5]"
Arizona Diamondbacks,Atlanta Braves,"[2, 6]"
San Diego Padres,Seattle Mariners,"[3, 8]"
San Francisco Giants,Toronto Blue Jays,"[4, 3]"
St.Louis Cardinals,Kansas City Royals,"[4, 6]"
Chicago White Sox,Minnesota Twins,"[3, 1]"
Chicago White Sox,Minnesota Twins,"[2, 3]"
Baltimore Orioles,Chicago Cubs,"[0, 4]"
Detroit Tigers,Cleveland Guardians,"[5, 4]"
San Diego Padres,Seattle Mariners,"[0, 2]"
Tampa Bay Rays,New York Yankees,"[1, 2]"
Philadelphia Phillies,Los Angeles Dodgers,"[4, 3]"
Boston Red Sox,Oakland Athletics,"[2, 5]"
Cincinnati Reds,Colorado Rockies,"[5, 6]"
New York Mets,Washington Nationals,"[6, 2]"
St.Louis Cardinals,Kansas City Royals,"[5, 8]"
Houston Astros,Miami Marlins,"[9, 1]"
Milwaukee Brewers,Pittsburgh Pirates,"[9, 0]"
Los Angeles Angels,Texas Rangers,"[7, 2]"
Arizona Diamondbacks,Atlanta Braves,"[7, 5]"
San Francisco Giants,Toronto Blue Jays,"[6, 10]"
Cincinnati Reds,Colorado Rockies,"[8, 1]"
Detroit Tigers,Cleveland Guardians,"[10, 1]"
New York Mets,Washington Nationals,"[7, 0]"
Milwaukee Brewers,Pittsburgh Pirates,"[0, 1]"
San Francisco Giants,Toronto Blue Jays,"[3, 5]"
Philadelphia Phillies,Los Angeles Dodgers,"[5, 1]"
Baltimore Orioles,Chicago Cubs,"[0, 8]"
Tampa Bay Rays,New York Yankees,"[5, 4]"
Boston Red Sox,Oakland Athletics,"[7, 0]"
Houston Astros,Miami Marlins,"[6, 3]"
Los Angeles Angels,Seattle Mariners,"[0, 11]"
Arizona Diamondbacks,Atlanta Braves,"[1, 0]"
Detroit Tigers,Los Angeles Dodgers,"[3, 4]"
Philadelphia Phillies,Oakland Athletics,"[2, 6]"
Tampa Bay Rays,Cleveland Guardians,"[2, 0]"
Baltimore Orioles,New York Yankees,"[1, 4]"
Boston Red Sox,Kansas City Royals,"[1, 6]"
Cincinnati Reds,Miami Marlins,"[7, 4]"
New York Mets,Colorado Rockies,"[7, 6]"
Houston Astros,Texas Rangers,"[6, 3]"
Chicago White Sox,Pittsburgh Pirates,"[1, 4]"
Milwaukee Brewers,Washington Nationals,"[2, 5]"
St.Louis Cardinals,Chicago Cubs,"[1, 5]"
Los Angeles Angels,Seattle Mariners,"[6, 5]"
Arizona Diamondbacks,Toronto Blue Jays,"[5, 4]"
San Diego Padres,Atlanta Braves,"[1, 6]"
San Francisco Giants,Minnesota Twins,"[7, 1]"
Detroit Tigers,Los Angeles Dodgers,"[11, 9]"
Chicago White Sox,Pittsburgh Pirates,"[2, 6]"
St.Louis Cardinals,Chicago Cubs,"[11, 3]"
Baltimore Orioles,New York Yankees,"[1, 6]"
Philadelphia Phillies,Oakland Athletics,"[11, 5]"
Houston Astros,Texas Rangers,"[1, 2]"
Tampa Bay Rays,Cleveland Guardians,"[2, 4]"
New York Mets,Colorado Rockies,"[7, 3]"
Milwaukee Brewers,Washington Nationals,"[5, 6]"
Cincinnati Reds,Miami Marlins,"[10, 6]"
Boston Red Sox,Kansas City Royals,"[5, 0]"
San Diego Padres,Atlanta Braves,"[4, 0]"
San Francisco Giants,Minnesota Twins,"[2, 4]"
St.Louis Cardinals,Chicago Cubs,"[5, 4]"
Los Angeles Angels,Seattle Mariners,"[2, 1]"
Arizona Diamondbacks,Toronto Blue Jays,"[12, 1]"
Baltimore Orioles,New York Yankees,"[6, 5]"
Boston Red Sox,Kansas City Royals,"[5, 4]"
Philadelphia Phillies,Oakland Athletics,"[3, 18]"
Tampa Bay Rays,Cleveland Guardians,"[2, 0]"
Detroit Tigers,Los Angeles Dodgers,"[4, 3]"
New York Mets,Colorado Rockies,"[5, 8]"
Cincinnati Reds,Miami Marlins,"[2, 3]"
Chicago White Sox,Pittsburgh Pirates,"[4, 9]"
Milwaukee Brewers,Washington Nationals,"[9, 3]"
Houston Astros,Texas Rangers,"[2, 4]"
St.Louis Cardinals,Chicago Cubs,"[3, 8]"
San Francisco Giants,Minnesota Twins,"[3, 2]"
Los Angeles Angels,Seattle Mariners,"[3, 2]"
Arizona Diamondbacks,Toronto Blue Jays,"[7, 8]"
San Diego Padres,Atlanta Braves,"[3, 6]"
American League,National League,"[5, 3]"
Chicago Cubs,Arizona Diamondbacks,"[2, 5]"
Pittsburgh Pirates,Philadelphia Phillies,"[8, 7]"
Washington Nationals,Cincinnati Reds,"[8, 5]"
New York Yankees,Tampa Bay Rays,"[6, 1]"
Toronto Blue Jays,Detroit Tigers,"[4, 5]"
Cleveland Guardians,San Diego Padres,"[7, 0]"
Miami Marlins,New York Mets,"[6, 4]"
Texas Rangers,Baltimore Orioles,"[1, 9]"
Kansas City Royals,Chicago White Sox,"[7, 1]"
Colorado Rockies,San Francisco Giants,"[7, 3]"
Oakland Athletics,Los Angeles Angels,"[13, 3]"
Los Angeles Dodgers,Boston Red Sox,"[4, 1]"
Seattle Mariners,Houston Astros,"[0, 3]"
New York Yankees,Tampa Bay Rays,"[1, 9]"
Atlanta Braves,St.Louis Cardinals,"[3, 2]"
Toronto Blue Jays,Detroit Tigers,"[3, 7]"
Oakland Athletics,Los Angeles Angels,"[8, 2]"
Miami Marlins,New York Mets,"[0, 1]"
Pittsburgh Pirates,Philadelphia Phillies,"[4, 1]"
Washington Nationals,Cincinnati Reds,"[5, 4]"
Texas Rangers,Baltimore Orioles,"[4, 8]"
Cleveland Guardians,San Diego Padres,"[0, 7]"
Kansas City Royals,Chicago White Sox,"[6, 1]"
Minnesota Twins,Milwaukee Brewers,"[4, 8]"
Chicago Cubs,Arizona Diamondbacks,"[0, 3]"
Los Angeles Dodgers,Boston Red Sox,"[7, 6]"
Atlanta Braves,St.Louis Cardinals,"[5, 9]"
Colorado Rockies,San Francisco Giants,"[4, 3]"
Seattle Mariners,Houston Astros,"[2, 4]"
Minnesota Twins,Milwaukee Brewers,"[7, 8]"
Atlanta Braves,St.Louis Cardinals,"[2, 6]"
New York Yankees,Tampa Bay Rays,"[4, 6]"
Pittsburgh Pirates,Philadelphia Phillies,"[0, 6]"
Washington Nationals,Cincinnati Reds,"[5, 2]"
Toronto Blue Jays,Detroit Tigers,"[5, 4]"
Miami Marlins,New York Mets,"[4, 2]"
Cleveland Guardians,San Diego Padres,"[1, 2]"
Kansas City Royals,Chicago White Sox,"[4, 1]"
Chicago Cubs,Arizona Diamondbacks,"[2, 1]"
Texas Rangers,Baltimore Orioles,"[3, 2]"
Colorado Rockies,San Francisco Giants,"[2, 3]"
Oakland Athletics,Los Angeles Angels,"[5, 8]"
Seattle Mariners,Houston Astros,"[6, 4]"
Los Angeles Dodgers,Boston Red Sox,"[9, 6]"
New York Yankees,Tampa Bay Rays,"[9, 1]"
Cleveland Guardians,Detroit Tigers,"[2, 8]"
Pittsburgh Pirates,St.Louis Cardinals,"[2, 1]"
Miami Marlins,New York Mets,"[4, 6]"
Atlanta Braves,Cincinnati Reds,"[1, 4]"
Minnesota Twins,Philadelphia Phillies,"[7, 2]"
Chicago Cubs,Milwaukee Brewers,"[3, 1]"
Texas Rangers,Chicago White Sox,"[4, 3]"
Kansas City Royals,Arizona Diamondbacks,"[10, 4]"
Colorado Rockies,Boston Red Sox,"[9, 8]"
Oakland Athletics,Houston Astros,"[4, 0]"
Seattle Mariners,Los Angeles Angels,"[1, 3]"
Los Angeles Dodgers,San Francisco Giants,"[3, 2]"
Cleveland Guardians,Detroit Tigers,"[5, 4]"
Miami Marlins,Baltimore Orioles,"[6, 3]"
Pittsburgh Pirates,St.Louis Cardinals,"[1, 2]"
Washington Nationals,San Diego Padres,"[0, 4]"
New York Yankees,New York Mets,"[2, 3]"
Toronto Blue Jays,Tampa Bay Rays,"[2, 4]"
Minnesota Twins,Philadelphia Phillies,"[0, 3]"
Chicago Cubs,Milwaukee Brewers,"[0, 1]"
Texas Rangers,Chicago White Sox,"[3, 2]"
Kansas City Royals,Arizona Diamondbacks,"[2, 6]"
Colorado Rockies,Boston Red Sox,"[0, 6]"
Oakland Athletics,Houston Astros,"[8, 2]"
Seattle Mariners,Los Angeles Angels,"[1, 5]"
Los Angeles Dodgers,San Francisco Giants,"[5, 2]"
Atlanta Braves,Cincinnati Reds,"[4, 9]"
Pittsburgh Pirates,St.Louis Cardinals,"[5, 0]"
Minnesota Twins,Philadelphia Phillies,"[5, 4]"
Chicago Cubs,Milwaukee Brewers,"[2, 3]"
Colorado Rockies,Boston Red Sox,"[20, 7]"
Oakland Athletics,Houston Astros,"[1, 8]"
Seattle Mariners,Los Angeles Angels,"[1, 2]"
Cleveland Guardians,Detroit Tigers,"[2, 1]"
Miami Marlins,Baltimore Orioles,"[6, 3]"
Washington Nationals,San Diego Padres,"[3, 12]"
New York Yankees,New York Mets,"[3, 12]"
Toronto Blue Jays,Tampa Bay Rays,"[6, 3]"
Texas Rangers,Chicago White Sox,"[10, 2]"
Kansas City Royals,Arizona Diamondbacks,"[6, 8]"
Los Angeles Dodgers,San Francisco Giants,"[3, 8]"
Washington Nationals,San Diego Padres,"[0, 3]"
Miami Marlins,Baltimore Orioles,"[6, 7]"
Cleveland Guardians,Detroit Tigers,"[0, 3]"
Texas Rangers,Chicago White Sox,"[2, 1]"
Toronto Blue Jays,Tampa Bay Rays,"[0, 13]"
Los Angeles Dodgers,San Francisco Giants,"[6, 4]"
New York Mets,Atlanta Braves,"[3, 2]"
Los Angeles Angels,Oakland Athletics,"[5, 6]"
Detroit Tigers,Minnesota Twins,"[3, 9]"
Philadelphia Phillies,Cleveland Guardians,"[1, 3]"
Tampa Bay Rays,Cincinnati Reds,"[2, 3]"
Baltimore Orioles,San Diego Padres,"[4, 6]"
Toronto Blue Jays,Texas Rangers,"[6, 5]"
Boston Red Sox,New York Yankees,"[9, 7]"
New York Mets,Atlanta Braves,"[8, 4]"
Houston Astros,Los Angeles Dodgers,"[5, 0]"
Chicago White Sox,Seattle Mariners,"[0, 10]"
Kansas City Royals,Chicago Cubs,"[6, 0]"
Milwaukee Brewers,Miami Marlins,"[2, 6]"
St.Louis Cardinals,Washington Nationals,"[8, 10]"
Los Angeles Angels,Oakland Athletics,"[4, 5]"
Arizona Diamondbacks,Pittsburgh Pirates,"[4, 3]"
